id,alias,name,image_url,is_closed,url,review_count,rating,price,phone,display_phone,categories_alias,categories_title,address,longitude,latitude
J4KBP5BTWD-5fWfx3TApXg,script-bar-and-bistro-melbourne,Script Bar & Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/EQhcFurWxCaZJ6OqGMnosQ/o.jpg,False,https://www.yelp.com/biz/script-bar-and-bistro-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,3.0,,+61386880881,+61 3 8688 0881,italian,Italian,"140 Southbank Blvd, Melbourne Victoria 3006, Australia",144.96812,-37.8241299
uS0OQHsFD-KxDzl5gXQwNQ,vibrante-restaurant-templestowe,Vibrante Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/Gl8MC-OUpxulAexvp8n5cw/o.jpg,False,https://www.yelp.com/biz/vibrante-restaurant-templestowe?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,3.0,,+61398466222,+61 3 9846 6222,italian,Italian,"133 James St, Templestowe Victoria 3106, Australia",145.130075,-37.756806
L20Xw7L0cDI0q1sEJ-zzhw,greensborough-italian-and-seafood-restaurant-greensborough,Greensborough Italian & Seafood Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/QFtLwSLLwo5Vfl55b40SEg/o.jpg,False,https://www.yelp.com/biz/greensborough-italian-and-seafood-restaurant-greensborough?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,3.0,$$,+61394352851,+61 3 9435 2851,italian,Italian,"73 Grimshaw St, Greensborough Victoria 3088, Australia",145.10243,-37.70465
p1hbXDxltP4WYIevXYGTmQ,bar-nonno-northcote,Bar Nonno,https://s3-media1.fl.yelpcdn.com/bphoto/29cFWxNZALHOvKVuEagKLg/o.jpg,False,https://www.yelp.com/biz/bar-nonno-northcote?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,3.0,$$$,+61394863255,+61 3 9486 3255,"italian, wine_bars","Italian, Wine Bars","83 High St, Northcote Victoria 3070, Australia",144.996773,-37.780175
975lnFKsIUFOAPtrG3GrfA,amici-trattoria-camberwell,Amici Trattoria,https://s3-media4.fl.yelpcdn.com/bphoto/jXwq0zxRhw63qzR6rN_zNA/o.jpg,False,https://www.yelp.com/biz/amici-trattoria-camberwell?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,3.0,$$,+61398827528,+61 3 9882 7528,italian,Italian,"726-728 Burke Rd, #726, Camberwell Victoria 3124, Australia",145.057895,-37.825949
_DPVn0Wsp3CVY7zCh2ELjQ,pizza-house-camberwell-camberwell-victoria,Pizza House Camberwell,https://s3-media2.fl.yelpcdn.com/bphoto/NbBe6lE6-1YdzA4cctdxcw/o.jpg,False,https://www.yelp.com/biz/pizza-house-camberwell-camberwell-victoria?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,,+6198091939,+61 98091939,italian,Italian,"1137 Toorak Rd, Camberwell Victoria Victoria 3124, Australia",145.07692,-37.84808
ybU5L120jj99se_ldcTw_A,emporio-della-pasta-melbourne,Emporio Della Pasta,https://s3-media2.fl.yelpcdn.com/bphoto/l1VuStyOjvyr-vTxmFrKtQ/o.jpg,False,https://www.yelp.com/biz/emporio-della-pasta-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,$$,+6192927815,+61 92927815,"italian, pizza","Italian, Pizza","8 Whiteman St, Melbourne Victoria 3006, Australia",144.959756,-37.823432
uVcQbNzcz-T1rxVbYsNpCA,4-doors-mill-park,4 Doors,https://s3-media2.fl.yelpcdn.com/bphoto/6pVqNJBz9wN130Uc2hliLw/o.jpg,False,https://www.yelp.com/biz/4-doors-mill-park?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,,+61394045022,+61 3 9404 5022,"italian, coffee","Italian, Coffee & Tea","28 The Link, Mill Park Victoria 3082, Australia",145.076811,-37.659348
OaFqpQLYNeH47e6UNsFb9A,l-osteria-melbourne,L'Osteria,https://s3-media1.fl.yelpcdn.com/bphoto/nUIJwKlFv4wU5aV2uRn4Zg/o.jpg,False,https://www.yelp.com/biz/l-osteria-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,,+61396994111,+61 3 9699 4111,"cafes, italian","Cafes, Italian","Southgate Complex Shop 4, Southgate Plz, Melbourne Victoria 3006, Australia",144.9668427,-37.82024
0WK8woDqP_FBAssPVcCuIw,mimis-pizza-camberwell,Mimi's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/hN2pRb9F-AxdqWCfwpGCjw/o.jpg,False,https://www.yelp.com/biz/mimis-pizza-camberwell?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,$$,+61398360744,+61 3 9836 0744,"pizza, italian","Pizza, Italian","132 Highfield Rd, Camberwell Victoria 3124, Australia",145.084425,-37.838169
npEgGN0WLIsTinV4bbP3Vw,food-on-miller-thornbury,Food on Miller,https://s3-media4.fl.yelpcdn.com/bphoto/ldLCO-51qf8WxE8wi4EQIA/o.jpg,False,https://www.yelp.com/biz/food-on-miller-thornbury?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,$,+61394845550,+61 3 9484 5550,"pizza, italian","Pizza, Italian","115 Miller St, Thornbury Victoria 3071, Australia",144.98885,-37.751245
yNKKTcQmOPQDecJqQo0xeA,sotto-e-sopra-melbourne-2,Sotto e Sopra,https://s3-media2.fl.yelpcdn.com/bphoto/-GZpAC-PFqQgf6b91vDdVg/o.jpg,False,https://www.yelp.com/biz/sotto-e-sopra-melbourne-2?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,$$$,+61396022285,+61 3 9602 2285,italian,Italian,"353 Little Collins St, Melbourne Victoria 3000, Australia",144.963067,-37.815694
5gF8yzArPJpkrbp3samM0A,st-kilda-pizza-house-st-kilda,St Kilda Pizza House,https://s3-media1.fl.yelpcdn.com/bphoto/kGNWIRFrHsnFY9J83_Y4zg/o.jpg,False,https://www.yelp.com/biz/st-kilda-pizza-house-st-kilda?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,$,+61395253310,+61 3 9525 3310,"hotdogs, pizza, italian","Fast Food, Pizza, Italian","45 Blessington St, St Kilda Victoria 3182, Australia",144.981077,-37.870318
pt_N3LKf4hETX-QlerD7uQ,la-porchetta-mill-park-2,La Porchetta,https://s3-media2.fl.yelpcdn.com/bphoto/oSeLp-yOVAAZWV768eKNwA/o.jpg,False,https://www.yelp.com/biz/la-porchetta-mill-park-2?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,$$,+61394377070,+61 3 9437 7070,"italian, pizza","Italian, Pizza","1-11 The Link, Mill Park Victoria 3082, Australia",145.075265095065,-37.6593642408192
_6gUQjO841aEFA0ddx7KUQ,spinellas-pizza-restaurant-moonee-ponds,Spinella's Pizza Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/Mbuw9WOBqBcQd1iHhcQgqw/o.jpg,False,https://www.yelp.com/biz/spinellas-pizza-restaurant-moonee-ponds?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,,+61393752732,+61 3 9375 2732,"pizza, italian","Pizza, Italian","14 Pratt St, Moonee Ponds Victoria 3039, Australia",144.921883,-37.767682
60QPFoq_OzIjDXhxl41uVg,la-porchetta-watergardens-sydenham,La Porchetta Watergardens,https://s3-media3.fl.yelpcdn.com/bphoto/bXu3UwTzUdpgSI_bZSjqTA/o.jpg,False,https://www.yelp.com/biz/la-porchetta-watergardens-sydenham?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,$$,+6194491322,+61 94491322,italian,Italian,"Shop 31, 399 Melton Hwy, Sydenham Victoria 3038, Australia",144.774992309311,-37.7000810793483
c26DRr6ekJKebx2qR7hTug,l-aperitivo-fine-italian-cafe-elsternwick-2,L'Aperitivo Fine Italian Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/eAHg69DMc2uG2AGZIRHziw/o.jpg,False,https://www.yelp.com/biz/l-aperitivo-fine-italian-cafe-elsternwick-2?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,,+61395329422,+61 3 9532 9422,"italian, coffee","Italian, Coffee & Tea","340 Glenhuntly Rd, Elsternwick Victoria 3185, Australia",145.003059,-37.884709
JayCGLGa3cY2AjGUXLXq9A,pizza-man-hawthorn,Pizza Man,https://s3-media1.fl.yelpcdn.com/bphoto/lgAaNO62J192t_zldu2w5g/o.jpg,False,https://www.yelp.com/biz/pizza-man-hawthorn?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,$,+61398132711,+61 3 9813 2711,"pizza, italian, hotdogs","Pizza, Italian, Fast Food","629 Burwood Rd, Hawthorn Victoria 3123, Australia",145.04512,-37.82363
SOvzU9EDt8QVvFWoJOKmqA,numero-uno-pizza-parlour-altona,Numero Uno Pizza Parlour,,False,https://www.yelp.com/biz/numero-uno-pizza-parlour-altona?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,,+61393159411,+61 3 9315 9411,"italian, pizza","Italian, Pizza","20 Pier St, Altona Victoria 3018, Australia",144.830404,-37.869859
oJJUtE8xmuBJc1c4bdQOkg,osteria-20-hawthorn,Osteria 20,https://s3-media3.fl.yelpcdn.com/bphoto/MwjuyNvLxwdVAjtJTr4rPQ/o.jpg,False,https://www.yelp.com/biz/osteria-20-hawthorn?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,,+61398183600,+61 3 9818 3600,italian,Italian,"818 Glenferrie Rd, Hawthorn Victoria 3122, Australia",145.03657,-37.81722
-PFD4Xy8C_POQLle59q-dg,torrente-essendon,Torrente,https://s3-media4.fl.yelpcdn.com/bphoto/hoj9M9M0yQqdcAPP9ub_Ow/o.jpg,False,https://www.yelp.com/biz/torrente-essendon?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,$$,+61393793937,+61 3 9379 3937,"pizza, italian, seafood","Pizza, Italian, Seafood","314 Pascoe Vale Rd, Essendon Victoria 3040, Australia",144.925957,-37.746534
5jV4iJGgCun6G31sR3Dz5g,red-pepper-restaurante-italiano-and-wood-fire-pizzeria-bentleigh-2,Red Pepper Restaurante Italiano & Wood Fire Pizzeria,https://s3-media4.fl.yelpcdn.com/bphoto/wCUWwLzoTM540L98zaxF0g/o.jpg,False,https://www.yelp.com/biz/red-pepper-restaurante-italiano-and-wood-fire-pizzeria-bentleigh-2?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,,+61395572299,+61 3 9557 2299,italian,Italian,"457 Centre Rd, Bentleigh Victoria 3204, Australia",145.040915,-37.918576
dSqgOVsgM67qmq013dAlxw,hemp-kitchen-st-kilda,Hemp Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/86UNN8VTFIerH9owciZ7bQ/o.jpg,False,https://www.yelp.com/biz/hemp-kitchen-st-kilda?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,,+61395375300,+61 3 9537 5300,"pizza, cafes, italian","Pizza, Cafes, Italian","1/173-177 Barkly St, St Kilda Victoria 3182, Australia",144.98089,-37.86772
BQ82gZHCNGpfjpDk4u4uoQ,borsari-ristorante-carlton,Borsari Ristorante,https://s3-media3.fl.yelpcdn.com/bphoto/TgeoYNgEQ3Dq33SxPlMhfw/o.jpg,False,https://www.yelp.com/biz/borsari-ristorante-carlton?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.5,$$$,+61393491444,+61 3 9349 1444,italian,Italian,"201 Lygon St, Carlton Victoria 3053, Australia",144.966781,-37.800876
n4rcqGZax2FLnvby3jzqgg,brunetti-melbourne-2,Brunetti,https://s3-media3.fl.yelpcdn.com/bphoto/WZovP56wvVhXCQJxpzutjg/o.jpg,False,https://www.yelp.com/biz/brunetti-melbourne-2?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,7,2.0,$,+61396611380,+61 3 9661 1380,"cafes, italian, bakeries","Cafes, Italian, Bakeries","Level 3, Myer Melbourne, Bourke St, Melbourne Victoria 3000, Australia",144.963985759182,-37.8137432120893
ihWlhwnDRGEXKt1qIzI2Lg,la-spaghettata-melbourne,La Spaghettata,https://s3-media2.fl.yelpcdn.com/bphoto/Qv8lspexGZBpDceFKfnosQ/o.jpg,False,https://www.yelp.com/biz/la-spaghettata-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,5,2.5,$$,+61396636102,+61 3 9663 6102,italian,Italian,"238 Lygon St, Carlton, Melbourne Victoria 3053, Australia",144.96705,-37.8016
jXMGsUlaLo7mWcG2ROYLEw,zanini-pizzeria-elwood-2,Zanini Pizzeria,https://s3-media2.fl.yelpcdn.com/bphoto/T8RSOgnRD_Sbs4YbHLO4PA/o.jpg,False,https://www.yelp.com/biz/zanini-pizzeria-elwood-2?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,5,2.5,$$$,+61395319733,+61 3 9531 9733,"pizza, italian","Pizza, Italian","106 Ormond Rd, Elwood Victoria 3184, Australia",144.987743,-37.885687
Zbpf4uXlFWp3BEr8oqZtyA,cafe-matto-heidelberg,Cafe Matto,https://s3-media1.fl.yelpcdn.com/bphoto/pJ95ySNulTca_6YbteWOrw/o.jpg,False,https://www.yelp.com/biz/cafe-matto-heidelberg?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,4,2.5,$$,+61394569991,+61 3 9456 9991,"coffee, italian","Coffee & Tea, Italian","136 Burgundy St, Heidelberg Victoria 3084, Australia",145.065713,-37.756063
Y85HRmYFdgZgy8AfMTWGlw,da-salvatore-restaurant-carlton,Da Salvatore Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/b0UJ5YoBup_BLT0edUsN4A/o.jpg,False,https://www.yelp.com/biz/da-salvatore-restaurant-carlton?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,4,2.5,,+61396634778,+61 3 9663 4778,"italian, hotdogs, pizza","Italian, Fast Food, Pizza","29 Grattan St, Carlton Victoria 3053, Australia",144.968658,-37.801027
dED-gItFLkFTIClR59JvCw,villa-romana-carlton,Villa Romana,https://s3-media1.fl.yelpcdn.com/bphoto/7YCxwyMXUUbmfC02O-XCXg/o.jpg,False,https://www.yelp.com/biz/villa-romana-carlton?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,4,2.5,,+61396507990,+61 3 9650 7990,"italian, pizza","Italian, Pizza","252 Lygon St, Carlton Victoria 3053, Australia",144.967081,-37.801331
qf0a8ivl11hlD-qvH-dZNg,pizza-379-mont-albert,Pizza @ 379,,False,https://www.yelp.com/biz/pizza-379-mont-albert?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,4,2.5,,,,italian,Italian,"379 Mont Albert Rd, Mont Albert Victoria 3127, Australia",145.1052704,-37.8211098
cMq5b2GrjNAe7jWDY6Ecng,la-camera-restaurant-south-yarra-2,La Camera Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/gxctsS9LTfBf1eER-mFpcQ/o.jpg,False,https://www.yelp.com/biz/la-camera-restaurant-south-yarra-2?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,4,2.5,,+61398278531,+61 3 9827 8531,italian,Italian,"446 Chapel St, South Yarra Victoria 3141, Australia",144.994816,-37.844154
kSIUOEW0m54tYKPz8ayrlw,st-domenico-richmond,St. Domenico,https://s3-media1.fl.yelpcdn.com/bphoto/YLTvwv4YrSjNOjJMVMNNQg/o.jpg,False,https://www.yelp.com/biz/st-domenico-richmond?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,4,2.5,$$,+61394283845,+61 3 9428 3845,"pizza, italian","Pizza, Italian","428 Bridge Rd, Richmond Victoria 3121, Australia",145.005911269855,-37.8192523326912
AMDn_ZvfRgqq5K5zFGA41g,lazy-moes-tullamarine,Lazy Moe's,https://s3-media2.fl.yelpcdn.com/bphoto/8XCpgcsKOe6sng7qdCMIgg/o.jpg,False,https://www.yelp.com/biz/lazy-moes-tullamarine?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,5,2.0,$$,+61393351666,+61 3 9335 1666,"italian, pizza","Italian, Pizza","161 Mickleham Rd, Tullamarine Victoria 3043, Australia",144.881677,-37.688618
ekBUMZsmh9kqvv19IHlmvA,ecco-restaurant-south-yarra,Ecco Restaurant,,False,https://www.yelp.com/biz/ecco-restaurant-south-yarra?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,2.5,$$$,+61398665466,+61 3 9866 5466,italian,Italian,"97 Toorak Rd, South Yarra Victoria 3141, Australia",144.989743,-37.838582
QVgxe-YN2mNS9gDLz7J3Hw,palazzo-maribyrnong,Palazzo,https://s3-media3.fl.yelpcdn.com/bphoto/2jfnid88ycfry4UEn351ug/o.jpg,False,https://www.yelp.com/biz/palazzo-maribyrnong?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,2.5,$$$,+61393173444,+61 3 9317 3444,"italian, pizza","Italian, Pizza","27 Wests Rd, Maribyrnong Victoria 3032, Australia",144.8812,-37.77365
kmlgxLwoKw2MdraQq0-k2w,da-belcibo-cafe-and-pizzeria-hampton,Da Belcibo Cafe & Pizzeria,https://s3-media1.fl.yelpcdn.com/bphoto/xyjym9rgc2NFWemVFph_ig/o.jpg,False,https://www.yelp.com/biz/da-belcibo-cafe-and-pizzeria-hampton?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,2.5,,+61395980119,+61 3 9598 0119,"pizza, italian","Pizza, Italian","355 Bluff Rd, Hampton Victoria 3188, Australia",145.021851,-37.946052
tnsfiHdIWUS6L9yLRgkLWw,pizza-farro-thornbury,Pizza Farro,https://s3-media1.fl.yelpcdn.com/bphoto/dkSBMXPJ3I03F34hbuJoFw/o.jpg,False,https://www.yelp.com/biz/pizza-farro-thornbury?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,2.5,$$,+61394842040,+61 3 9484 2040,"italian, pizza","Italian, Pizza","608 High St, Thornbury Victoria 3071, Australia",145.000288,-37.761407
EI2aC3f1qWNWoc6T1VKXQg,cornerstone-pizzeria-coburg,Cornerstone Pizzeria,https://s3-media3.fl.yelpcdn.com/bphoto/uPj15AbDqJH4-Wr9_XZC0w/o.jpg,False,https://www.yelp.com/biz/cornerstone-pizzeria-coburg?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,2.5,$$$,+61393546770,+61 3 9354 6770,"pizza, italian","Pizza, Italian","105/107 Harding St, Coburg Victoria 3058, Australia",144.976051971316,-37.7458557116308
TyQ_cpMqXvTb3j8TaJjdBg,the-italian-corner-fitzroy,The Italian Corner,https://s3-media4.fl.yelpcdn.com/bphoto/X19bwRJiP4vDhAQkKoKB3Q/o.jpg,False,https://www.yelp.com/biz/the-italian-corner-fitzroy?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,2.5,,+61394170020,+61 3 9417 0020,italian,Italian,"352 Nicholson St, Fitzroy Victoria 3065, Australia",144.975829,-37.794266
8_AVr_lkRE5nDW0x_nfy1Q,melbourne-pizza-bar-melbourne,Melbourne Pizza Bar,https://s3-media2.fl.yelpcdn.com/bphoto/nQLCOKEn6LOddWGxVgsQVw/o.jpg,False,https://www.yelp.com/biz/melbourne-pizza-bar-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,6,2.0,$$,+61396705314,+61 3 9670 5314,"hotdogs, italian, pizza","Fast Food, Italian, Pizza","181 King St, Melbourne Victoria 3000, Australia",144.955353,-37.815902
IA7gTjDeniAx8Gkik7s1yQ,something-italian-malvern,Something Italian,https://s3-media1.fl.yelpcdn.com/bphoto/y2sxb6fg8HnhO-PzEF8F1g/o.jpg,False,https://www.yelp.com/biz/something-italian-malvern?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.0,,+61395760207,+61 3 9576 0207,italian,Italian,"235 Glenferrie Rd, Malvern Victoria 3144, Australia",145.028814,-37.85827
XXRrw1daH3aYZJFxVER4nw,queen-margherita-hampton,Queen Margherita,https://s3-media3.fl.yelpcdn.com/bphoto/ftXB-P8OdaQNUz4WadgQmA/o.jpg,False,https://www.yelp.com/biz/queen-margherita-hampton?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.0,,+61395989598,+61 3 9598 9598,"pizza, italian","Pizza, Italian","569 Hampton St, Hampton Victoria 3188, Australia",145.00347,-37.93045
-v9CyZ7tui1G1eH7YUCYjQ,gennaros-pizza-restaurant-eltham-2,Gennaro's Pizza Restaurant,,False,https://www.yelp.com/biz/gennaros-pizza-restaurant-eltham-2?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.0,,+61394310116,+61 3 9431 0116,"italian, pizza","Italian, Pizza","720 Main Rd, Eltham Victoria 3095, Australia",145.145831,-37.722926
wiOWxHiyGUCzRcAI0Pu_0A,falletis-pizza-coburg,Falleti's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/vVf9h-QVTvbw8bgC4CSHLA/o.jpg,False,https://www.yelp.com/biz/falletis-pizza-coburg?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.0,$$,+61393502050,+61 3 9350 2050,"hotdogs, pizza, italian","Fast Food, Pizza, Italian","60 Gaffney St, Coburg Victoria 3058, Australia",144.960524,-37.733375
ns5So9_eH2xIo5CZXI734g,bivio-pizza-bistro-kew-2,Bivio Pizza Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/kZ2YhdIM1pTu9-U50ucr0g/o.jpg,False,https://www.yelp.com/biz/bivio-pizza-bistro-kew-2?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.0,$$,+61398530223,+61 3 9853 0223,"hotdogs, italian, pizza","Fast Food, Italian, Pizza","117 High St, Kew Victoria 3101, Australia",145.029312,-37.807186
Bi0owbFvOvv3VLT6KwbA-Q,quinti-hawthorn,Quinti,https://s3-media3.fl.yelpcdn.com/bphoto/lnl_15xkdKRb0xcFf_vqjg/o.jpg,False,https://www.yelp.com/biz/quinti-hawthorn?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,3.0,,+61399398284,+61 3 9939 8284,"cafes, breakfast_brunch, italian","Cafes, Breakfast & Brunch, Italian","636A Glenferrie Road, Hawthorn Victoria 3122, Australia",145.03559,-37.82243
